id,name,birthdate,deathdate
4558,Kevin Gage,1959-05-26,
4559,Kevin Greutert,1965-03-31,
4560,Kevin Grevioux,1962-09-09,
4561,Kevin Hamedani,1982-12-25,
4562,Kevin Hooks,1958-09-19,
4563,Kevin Howarth,,
4564,Kevin J. O'Connor,,
4565,Kevin Jordan,,
4566,Kevin Leslie,,
4567,Kevin Lima,,
4568,Kevin Macdonald,1961-05-16,
4569,Kevin McCarthy,,
4570,Kevin McGowan,,
4571,Kevin McHale,1988-06-14,
4572,Kevin McNally,1956-04-27,
4573,Kevin Michael Richardson,1964-10-25,
4574,Kevin Munroe,,
4575,Kevin Nash,1959-07-09,
4576,Kevin Nealon,1953-11-18,
4577,Kevin P. Farley,1965-06-08,
4578,Kevin Peter Hall,1955-05-09,1991-04-10
4579,Kevin Pollak,1957-10-30,
4580,Kevin Rahm,1971-01-07,
4581,Kevin Rankin,1976-04-18,
4582,Kevin Reynolds,1952-01-17,
4583,Kevin Rodney Sullivan,1958-08-03,
4584,Kevin Scott Richardson,1971-10-03,
4585,Kevin Smith,1970-08-02,
4586,Kevin Spacey,1959-07-26,
4587,Kevin Sussman,1970-12-04,
4588,Kevin Tancharoen,1984-04-23,
4589,Kevin Tenney,1955-10-16,
4590,Kevin Tighe,1944-08-13,
4591,Kevin Williamson,1965-03-14,
4592,Kevin Zegers,1984-09-19,
4593,Kevork Malikyan,1943-06-02,
4594,Khaira Arby,,
4595,Khalid Abdalla,1980-12-30,
4596,Khalid Mohamed,,
4597,Khalil Sullins,,
4598,Khamani Griffin,1998-08-01,
4599,Khandi Alexander,1957-09-04,
4600,Khulan Chuluun,1985-05-30,
4601,Khyentse Norbu,,
4602,Ki Hong Lee,,
4603,Kick Gurry,1978-05-25,
4604,Kief Davidson,1970-05-12,
4605,Kieran Culkin,1982-09-30,
4606,Kiernan Shipka,1999-11-10,
4607,Kiersey Clemons,1993-12-17,
4608,Kieu Chinh,,
4609,Kim Chan,1917-12-28,2008-10-05
4610,Kim Darby,1947-07-08,
4611,Kim De Angelo,,
4612,Kim Delaney,1961-11-29,
4613,Kim Dickens,1965-06-18,
4614,Kim Director,1974-11-13,
4615,Kim Farrant,,
4616,Kim Hunter,1922-11-12,2002-09-11
4617,Kim Ly,,
4618,Kim Nguyen,,
4619,Kim Shaw,,
4620,Kim Thomson,,
4621,Kim-Marie Woodhouse,,
4622,Kimberley Crossman,1990-05-24,
4623,Kimberly Beck,1956-01-09,
4624,Kimberly Elise,1967-04-17,
4625,Kimberly J. Brown,,
4626,Kimberly Peirce,1967-09-08,
4627,Kimberly Williams-Paisley,1971-09-14,
4628,Kimble Rendall,,
4629,King Vidor,1894-02-08,1982-11-01
4630,Kinka Usher,,
4631,Kiowa Gordon,1990-03-25,
4632,Kip Pardue,1975-09-23,
4633,Kira McLean,,
4634,Kiran Shah,1956-09-28,
4635,Kirby Bliss Blanton,1990-10-24,
4636,Kirby Heyborne,,
4637,Kirk Acevedo,1971-11-27,
4638,Kirk Baltz,1959-09-14,
4639,Kirk Cameron,1970-10-12,
4640,Kirk De Micco,,
4641,Kirk Fox,1969-08-26,
4642,Kirk Jones,1964-10-31,
4643,Kirk Loudon,,
4644,Kirk Wong,,
4645,Kirpatrick Thomas,,
4646,Kirsten Collins,,
4647,Kirsten Day,,
4648,Kirsten Dunst,1982-04-30,
4649,Kirsten Sheridan,1976-07-14,
4650,Kirstie Alley,1951-01-12,
4651,Kiyoshi Kurosawa,1955-07-19,
4652,Kjell Nilsson,,
4653,Klaus Kinski,1926-10-18,1991-11-23
4654,Klaus Maria Brandauer,1943-06-22,
4655,Klaus Menzel,,
4656,Kodi Smit-McPhee,1996-06-13,
4657,Kôji Yakusho,1956-01-01,
4658,Konstantin Khabenskiy,1972-01-11,
4659,Konstantin Lavronenko,1961-04-20,
4660,Kostja Ullmann,1984-05-30,
4661,Kris Isacsson,,
4662,Kris Marshall,1973-04-01,
4663,Kris Sommerville,,
4664,Krista Allen,1971-04-05,
4665,Kristen Cloke,1968-09-02,
4666,Kristen Connolly,1980-07-12,
4667,Kristen Johnston,1967-09-20,
4668,Kristen Quintrall,,
4669,Kristen Seavey,,
4670,Kristen Stewart,1990-04-09,
4671,Kristi Clainos,1974-07-12,
4672,Kristian Bruun,,
4673,Kristin Booth,1974-08-28,
4674,Kristin Davis,1965-02-23,
4675,Kristin Lehman,1972-05-03,
4676,Kristin Rizzo,,
4677,Kristin Scott Thomas,1960-05-24,
4678,Kristoffer Polaha,1977-02-18,
4679,Kristy Swanson,1969-12-19,
4680,Kriv Stenders,,
4681,Krysta Rodriguez,1984-07-23,
4682,Krystyna Janda,1952-12-18,
4683,Kumar Gaurav,1960-07-11,
4684,Kundan Shah,1947-10-19,
4685,Kunihiko Yuyama,1952-10-15,
4686,Kuno Becker,1978-01-14,
4687,Kurt Angle,1969-12-09,
4688,Kurt Fuller,1953-09-16,
4689,Kurt Hale,,
4690,Kurt Loder,1945-05-05,
4691,Kurt Voss,1963-09-16,
4692,Kurt Wimmer,,
4693,Kurtwood Smith,1943-07-03,
4694,Kwesi Ameyaw,1975-08-24,
4695,Kwok-Kwan Chan,1975-08-01,
4696,Kyla Pratt,1986-09-16,
4697,Kyla Wise,,
4698,Kyle Balda,1971-03-09,
4699,Kyle Gass,1960-07-14,
4700,Kyle Hebert,1969-06-14,
4701,Kyle Schmid,1984-08-03,
4702,Kylie Bunbury,1989-01-30,
4703,Kylie Minogue,1968-05-28,
4704,Kyra Nichols,,
4705,Kyra Sedgwick,1965-08-19,
4706,Kyung-gu Sol,1968-05-01,
4707,L.Q. Jones,1933-03-14,
4708,La'Princess Jackson,,
4709,Laila Haley,,
4710,Lainie Kazan,1940-05-15,
4711,Laird John Hamilton,1964-03-02,
4712,Lajos Koltai,1946-04-02,
4713,Lalaine,1987-06-03,
4714,Lambert Wilson,1958-08-03,
4715,Lamman Rucker,1971-10-06,
4716,Lana Wachowski,1965-06-21,
4717,Lance Gross,1981-07-08,
4718,Lance Hool,1948-05-11,
4719,Lance Kawas,,
4720,Lance McDaniel,,
4721,Lance Mungia,,
4722,Lance Rivera,,
4723,Landon Liboiron,,
4724,Lane Smith,1936-04-29,2005-06-13
4725,Lara Flynn Boyle,1970-03-24,
4726,Lara Jean Chorostecki,1984-09-24,
4727,Lara Jill Miller,1967-04-20,
4728,Lara Pulver,1980-09-01,
4729,Laraine Day,1920-10-13,2007-11-10
4730,Larenz Tate,1975-09-08,
4731,Lark Voorhies,1974-03-25,
4732,Larry Bagby,1974-03-07,
4733,Larry Blamire,,
4734,Larry Charles,1956-12-01,
4735,Larry Clark,1943-01-19,
4736,Larry David,1947-07-02,
4737,Larry Drake,1949-02-21,2016-03-17
4738,Larry Fessenden,1963-03-23,
4739,Larry Hankin,1940-08-31,
4740,Larry Joe Campbell,1970-11-29,
4741,Larry King,1933-11-19,
4742,Larry Miller,1953-10-15,
4743,Larry Mullen Jr.,1961-10-31,
4744,Larry Poindexter,1959-12-16,
4745,Larry the Cable Guy,1963-02-17,
4746,Lars Mikkelsen,1964-05-06,
4747,Lars Ulrich,1963-12-26,
4748,Lars von Trier,1956-04-30,
4749,Laslo Benedek,1905-03-05,1992-03-11
4750,Lasse Hallström,1946-06-02,
4751,Lateef Crowder,1977-11-23,
4752,Laura Breckenridge,1983-08-22,
4753,Laura Brent,,
4754,Laura Flanders,1961-12-05,
4755,Laura Fraser,1976-07-24,
4756,Laura Harring,1964-03-03,
4757,Laura Harris,,
4758,Laura Morante,1956-08-21,
4759,Laura Ramsey,1982-11-14,
4760,Laura San Giacomo,1962-11-14,
4761,Laura Spencer,1969-06-19,
4762,Laura-Leigh,,
4763,Laurel Holloman,1971-05-23,
4764,Lauren Ambrose,1978-02-20,
4765,Lauren C. Mayhew,1985-11-27,
4766,Lauren Cohan,1982-01-07,
4767,Lauren German,1978-11-29,
4768,Lauren Gottlieb,,
4769,Lauren Holly,1963-10-28,
4770,Lauren Lazin,,
4771,Lauren Lee Smith,1980-06-19,
4772,Lauren London,1984-12-05,
4773,Lauren Sweetser,1988-02-11,
4774,Laurence Dunmore,,
4775,Laurence Fox,1978-05-26,
4776,Laurence Olivier,1907-05-22,1989-07-11
4777,Laurent Bouhnik,1961-04-07,
4778,Laurent Cantet,1961-06-15,
4779,Laurent Poitrenaux,,
4780,Laurent Tirard,,
4781,Laurie Collyer,,
4782,Laurie Metcalf,1955-06-16,
4783,Lauryn Hill,1975-05-26,
4784,Lawrence Gilliard Jr.,1971-09-22,
4785,Lawrence Guterman,,
4786,Lawrence Kasanoff,1959-06-01,
4787,Lawrence Kasdan,1949-01-14,
4788,Laz Alonso,1974-03-25,
4789,Léa Drucker,1972-01-23,
4790,Lea Michele,1986-08-29,
4791,Léa Pool,,
4792,Lea Thompson,1961-05-31,
4793,Leah Remini,1970-06-15,
4794,Lee Arenberg,1962-07-18,
4795,Lee Armstrong,,
4796,Lee Daniels,1959-12-24,
4797,Lee Evans,1964-02-25,
4798,Lee Ingleby,1976-01-28,
4799,Lee J. Cobb,1911-12-08,1976-02-11
4800,Lee Majors,1939-04-23,
4801,Lee Marvin,1924-02-19,1987-08-29
4802,Lee Norris,1982-04-19,
4803,Lee Remick,1935-12-14,1991-07-02
4804,Lee Scott,,
4805,Lee Tamahori,1950-04-22,
4806,Lee Tergesen,1965-07-08,
4807,Lee Toland Krieger,,
4808,Lee Unkrich,1967-08-08,
4809,Lee Ving,,
4810,Leehom Wang,1976-05-17,
4811,Leigh Whannell,1977-01-17,
4812,Leighton Meester,1986-04-09,
4813,Leila Arcieri,1973-12-18,
4814,Leila Hatami,1972-10-01,
4815,Lela Rochon,1964-04-17,
4816,Leland Orser,1960-08-06,
4817,Leleti Khumalo,1970-03-30,
4818,Lemmy,1945-12-24,2015-12-28
4819,Len Cariou,1947-03-19,
4820,Len Wiseman,1973-03-04,
4821,Lena Dunham,1986-05-13,
4822,Lena Endre,1955-07-08,
4823,Lena Horne,1917-06-30,2010-05-09
4824,Lena Olin,1955-03-22,
4825,Lenny Abrahamson,1966-11-30,
4826,Lenny Venito,,
4827,Lenore Zann,1959-11-22,
4828,Leo Fitzpatrick,1978-08-10,
4829,Leo G. Carroll,1886-10-25,1972-10-16
4830,Leo Howard,,
4831,Leo McKern,1920-03-16,2002-07-23
4832,Leo Rossi,1946-06-26,
4833,Leon,1962-03-08,
4834,Leon Ford,,
4835,Leon Ichaso,1948-08-03,
4836,Leon Isaac Kennedy,1949-01-01,
4837,Leon Rippy,1949-10-30,
4838,Léon Schwartzenberg,,
4839,Leonard Farlinger,,
4840,Leonard Nimoy,1931-03-26,2015-02-27
4841,Leonard Roberts,1969-02-28,
4842,Leonardo DiCaprio,1974-11-11,
4843,Leonid Yarmolnik,1954-01-22,
4844,Leonie Benesch,1991-04-22,
4845,Leonor Varela,1972-12-29,
4846,Leonor Watling,1975-07-28,
4847,Leopold Stokowski,1882-04-18,1977-09-13
4848,Leos Carax,1960-11-22,
4849,Les Mayfield,,
4850,Lesley Ann Warren,1946-08-16,
4851,Lesley Manville,1956-03-12,
4852,Lesley Sharp,1960-04-03,
4853,Lesley-Anne Down,1954-03-17,
4854,Leslie Bibb,1974-11-17,
4855,Leslie Carlson,1933-02-24,2014-05-03
4856,Leslie Caron,1931-07-01,
4857,Leslie H. Martinson,1915-01-16,2016-09-03
4858,Leslie Hope,1965-05-06,
4859,Leslie Jordan,1955-04-29,
4860,Leslie Small,,
4861,Leslye Headland,1980-11-26,
4862,Lester Speight,1963-01-07,
4863,Leticia Brédice,1972-08-26,
4864,Levan Gabriadze,1969-11-16,
4865,LeVar Burton,1957-02-16,
4866,Leven Rambin,1990-05-17,
4867,Levon Helm,1940-05-26,2012-04-19
4868,Lew Temple,1967-10-02,
4869,Lewis Gilbert,1934-06-06,2011-10-31
4870,Lex Barker,,
4871,Lex Shrapnel,1979-10-06,
4872,Lexa Doig,1973-06-08,
4873,Lexi Alexander,1974-08-23,
4874,Lexie Contursi,1989-09-18,
4875,Lhakpa Dorji,,
4876,Li Gong,1965-12-31,
4877,Li Jun Li,,
4878,Li Zhang,,
4879,Lia Tucker,,
4880,Liam Aiken,1990-01-07,
4881,Liam James,1950-09-21,
4882,Liam Neeson,1952-06-07,
4883,Liane Balaban,1980-06-24,
4884,Libby Villari,,
4885,Lijun Sun,,
4886,Lil' Wayne,1982-09-27,
4887,Lila Kedrova,1918-10-09,2000-02-16
4888,Lili Taylor,1967-02-20,
4889,Liliana Cavani,1933-01-12,
4890,Lillete Dubey,1954-05-13,
4891,Lilli Lavine,,
4892,Lillian Adams,1922-05-13,2011-05-25
4893,Lillian Gish,1893-10-14,1993-02-27
4894,Lillo Brancato,1976-03-30,
4895,Lily Atkinson,,
4896,Lily Cole,1987-12-27,
4897,Lily James,1989-04-05,
4898,Lily Rabe,1982-06-29,
4899,Lily Tomlin,1939-09-01,
4900,Lin Shaye,1943-10-12,
4901,Lina Esco,1985-05-14,
4902,Lincoln Hoppe,1971-06-05,
4903,Linda Blair,1959-01-22,
4904,Linda Cardellini,1975-06-25,
4905,Linda Fiorentino,1958-03-09,
4906,Linda Harrison,1945-07-26,
4907,Linda Kozlowski,1958-01-07,
4908,Linda Lovelace,1949-01-10,2002-04-22
4909,Linda Mendoza,,
4910,Linden Ashby,1960-05-23,
4911,Lindsay Duncan,1950-11-07,
4912,Lindsay Felton,1984-12-04,
4913,Lindsay Kay Hayward,1987-07-28,
4914,Lindsay MacDonald,1997-09-22,
4915,Lindsay Price,1976-12-06,
4916,Lindsay Sloane,1977-08-08,
4917,Lindsay Wagner,1949-06-22,
4918,Lindsey Haun,1984-11-21,
4919,Lindy Booth,1979-04-02,
4920,Linnea Quigley,1958-05-27,
4921,Lino Facioli,2000-07-29,
4922,Linus Roache,1964-02-01,
4923,Lionel Abelanski,1964-10-22,
4924,Lionel Barrymore,1878-04-28,1954-11-15
4925,Lionel C. Martin,,
4926,Lior Ashkenazi,,
4927,Lisa Ann,1972-05-09,
4928,Lisa Ann Walter,1963-08-03,
4929,Lisa Arnold,,
4930,Lisa Azuelos,1965-11-06,
4931,Lisa Bonet,1967-11-16,
4932,Lisa Brave,,
4933,Lisa Cholodenko,1964-06-05,
4934,Lisa Edelstein,1966-05-21,
4935,Lisa Gaye,1964-03-25,
4936,Lisa Kay,1971-02-11,
4937,Lisa Ortiz,1974-12-11,
4938,Lisa Pelikan,1954-07-12,
4939,Lisa Ray,1972-04-04,
4940,Lisa Wilcox,1964-04-27,
4941,LisaGay Hamilton,1964-03-25,
4942,Lisanne Pajot,,
4943,LisaRaye McCoy,1966-09-23,
4944,Liv Ullmann,1938-12-16,
4945,Livingston Oden,,
4946,Livvy Stubenrauch,,
4947,Liya Kebede,1978-03-01,
4948,Liz Friedlander,,
4949,Liz Mullane,,
4950,Liza Lapira,,
4951,Liza Minnelli,1946-03-12,
4952,Lizzie Brocheré,1985-03-22,
4953,Ljubomir Kerekes,1960-01-16,
4954,LL Cool J,1968-01-14,
4955,Lloyd Avery II,1969-06-21,2005-09-04
4956,Lloyd Bacon,1889-12-04,1955-11-15
4957,Lloyd Bridges,1913-01-15,1998-03-10
4958,Lloyd Kaufman,1945-12-30,
4959,Lluís Quílez,1978-12-08,
4960,Loanne Bishop,1955-11-10,
4961,Lobo Sebastian,,
4962,Lochlyn Munro,1966-02-12,
4963,Logan Browning,1989-06-09,
4964,Logan Lerman,1992-01-19,
4965,Lois Chiles,1947-04-15,
4966,Lois Maxwell,1927-02-14,2007-09-29
4967,Lois Smith,1930-11-03,
4968,Lola Dueñas,1971-10-06,
4969,Lola Glaudini,1971-11-24,
4970,Lolita Davidovich,1961-07-15,
4971,Lon Chaney Jr.,1906-02-10,1973-07-12
4972,Lone Scherfig,1959-05-02,
4973,Long Nguyen,,
4974,Lorelei Linklater,1994-05-29,
4975,Lorene Scafaria,,
4976,Loretta Devine,1949-08-21,
4977,Lori Petty,1963-10-14,
4978,Lori Silverbush,,
4979,Lori Singer,1957-11-06,
4980,Lorna Raver,1943-10-09,
4981,Lorne Cardinal,,
4982,Lorraine Bracco,1954-10-02,
4983,Lorraine Stanley,1976-06-28,
4984,Lorraine Toussaint,1960-04-04,
4985,Lorraine Ziff,,
4986,Lotte Verbeek,1982-06-24,
4987,Lou Adler,1933-12-13,
4988,Lou Perryman,1941-08-15,2009-04-01
4989,Lou Romano,1972-04-15,
4990,Lou Saliba,,
4991,Lou Taylor Pucci,1985-07-27,
4992,Louis C.K.,1967-09-12,
4993,Louis Ferreira,1966-02-20,
4994,Louis Herthum,1956-07-05,
4995,Louis Jourdan,1921-06-19,2015-02-14
4996,Louis Koo,1970-10-21,
4997,Louis Leterrier,1973-06-17,
4998,Louis Lombardi,,
4999,Louis Mandylor,1966-09-13,
5000,Louis Morneau,,
5001,Louis Mustillo,1958-05-28,
5002,Louis Ozawa Changchien,,
5003,Louis Walsh,1952-08-05,
5004,Louisa Milwood-Haigh,,
5005,Louise Beavers,1902-03-08,1962-10-26
5006,Louise Bourgoin,1981-11-28,
5007,Louise Brealey,1979-03-27,
5008,Louise Brooks,1946-10-23,2012-09-02
5009,Louise Fletcher,1934-07-22,
5010,Louise Lasser,1939-04-11,
5011,Louise Sorel,1940-08-06,
5012,Lowell Sherman,1888-10-11,1934-12-28
5013,Lubna Azabal,,
5014,Luc Besson,1959-03-18,
5015,Luc Jacquet,1967-12-05,
5016,Luca Guadagnino,,
5017,Lucas Bryant,1978-09-28,
5018,Lucas Grabeel,1984-11-23,
5019,Lucile Hadzihalilovic,1961-05-07,
5020,Lucille Ball,1911-08-06,1989-04-26
5021,Lucille La Verne,1872-11-07,1945-03-04
5022,Lucio Fulci,1927-06-17,1996-03-13
5023,Lucky McKee,1975-11-01,
5024,Lucrecia Martel,1966-12-14,
5025,Lucy,1911-08-06,1989-04-26
5026,Lucy Boynton,,
5027,Lucy Fry,,
5028,Lucy Gaskell,1980-07-10,
5029,Lucy Gordon,1980-05-22,2009-05-20
5030,Ludger Pistor,1959-03-16,
5031,Ludivine Sagnier,1979-07-03,
5032,Luenell,1959-03-12,
5033,Luigi Pistilli,1929-07-19,1996-04-21
5034,Luis Antonio,1961-02-25,
5035,Luis E. Carazo,,
5036,Luis Llosa,,
5037,Luis Mandoki,,
5038,Luis Miranda,1969-12-15,
5039,Luis Rosado,,
5040,Luis Sanchez,1934-02-02,
5041,Luis Tosar,1971-10-13,
5042,Luis Valdez,1940-06-26,
5043,Luisa D'Oliveira,1986-10-06,
5044,Luisa Ranieri,1973-12-16,
5045,Lukas Haas,1976-04-16,
5046,Lukas Moodysson,1969-01-17,
5047,Luke Benward,1995-05-12,
5048,Luke Bracey,,
5049,Luke Dye,,
5050,Luke Edwards,1980-03-24,
5051,Luke Ford,1981-03-26,
5052,Luke Greenfield,1972-02-05,
5053,Luke Grimes,1984-01-21,
5054,Luke Kirby,1978-06-21,
5055,Luke Mably,1976-03-01,
5056,Luke Newberry,1990-02-19,
5057,Luke Perry,1966-10-11,
5058,Luke Treadaway,1984-09-10,
5059,Lumi Cavazos,1968-12-21,
5060,Lunetta Savino,1957-11-02,
5061,Lupe Ontiveros,1942-09-17,2012-07-26
5062,Lusia Strus,,
5063,Lydia Hearst,1984-09-19,
5064,Lydia Wilson,,
5065,Lymari Nadal,1978-02-11,
5066,Lynda Boyd,1965-01-28,
5067,Lyndie Greenwood,1983-06-06,
5068,Lynn Cohen,1933-08-10,
5069,Lynn Hung,1983-04-10,
5070,Lynn Redgrave,1943-03-08,2010-05-02
5071,Lynn Shelton,,
5072,Lynn Whitfield,1953-05-06,
5073,Lynne Ramsay,1969-12-05,
5074,Lynne Thigpen,1948-12-22,2003-03-12
5075,Lysette Anthony,1963-09-26,
5076,Lyubov Agapova,,
5077,M. Emmet Walsh,1935-03-22,
5078,M. Night Shyamalan,1970-08-06,
5079,M.C. Gainey,1948-01-18,
5080,Mabel Cheung,1950-11-17,
5081,Mabrouk El Mechri,,
5082,Mac McDonald,1949-06-18,
5083,Macaulay Culkin,1980-08-26,
5084,Macha Méril,,
5085,Mackenzie Aladjem,,
5086,Mackenzie Crook,1971-09-29,
5087,Mackenzie Davis,1966-05-10,
5088,Mackenzie Foy,2000-11-10,
5089,Mackenzie Gray,1957-11-22,
5090,Mackenzie Phillips,1959-11-10,
5091,Madeleine Albright,1937-05-15,
5092,Madeline Carroll,1996-03-18,
5093,Madeline Kahn,1942-09-29,1999-12-03
5094,Madhavan,1970-06-01,
5095,Madhuri Dixit,1967-05-15,
5096,Madison Davenport,1996-11-22,
5097,Madison Lintz,,
5098,Madison McKinley,,
5099,Madison Pettis,1998-07-22,
5100,Madison Rothschild,,
5101,Mae Marsh,1894-11-09,1968-02-13
5102,Mae West,1893-08-17,1980-11-22
5103,Maeve Dermody,1985-11-02,
5104,Magda Apanowicz,1985-11-08,
5105,Magda Szubanski,1961-04-12,
5106,Maggie Carey,,
5107,Maggie Cheung,1964-09-20,
5108,Maggie Greenwald,1955-06-23,
5109,Maggie Siff,1974-06-21,
5110,Maggie Wheeler,1961-08-07,
5111,Magi Avila,,
5112,Mahadeo Shivraj,,
5113,Mai Charoenpura,1969-01-05,
5114,Maia Morgenstern,1962-05-01,
5115,Maika Monroe,1993-05-29,
5116,Maile Flanagan,1965-05-19,
5117,Maïwenn,1976-04-17,
5118,Majid Majidi,,
5119,Mako,1936-10-25,
5120,Maksim Fadeev,1968-05-06,
5121,Malcolm D. Lee,1970-01-11,
5122,Malcolm Goodwin,,
5123,Malese Jow,1991-02-18,
5124,Malik Yoba,1967-09-17,
5125,Malika,,
5126,Malone Thomas,,
5127,Malonn Lévana,,
5128,Mamoru Hosoda,1967-09-19,
5129,Man Li,1953-01-14,
5130,Mandy Gonzalez,,
5131,Mani Bharathi,,
5132,Manish Dayal,1983-06-17,
5133,Manny Perez,1969-05-05,
5134,Manoj Bajpayee,1969-04-23,
5135,Måns Mårlind,1969-07-29,
5136,Manuela Velasco,1975-10-23,
5137,Mara Wilson,,
5138,Marama Corlett,,
5139,Marc Abraham,,
5140,Marc Anthony,1975-11-03,
5141,Marc Bennett,,
5142,Marc Blucas,1972-01-11,
5143,Marc Donato,1989-01-25,
5144,Marc F. Adler,,
5145,Marc Forby,1970-06-02,
5146,Marc Forster,1969-11-30,
5147,Marc John Jefferies,1990-05-16,
5148,Marc Lawrence,1910-02-17,2005-11-27
5149,Marc Levin,,
5150,Marc Macaulay,1957-10-13,
5151,Marc Schölermann,1971-10-14,
5152,Marc Singer,,
5153,Marc Trottier,1976-05-22,
5154,Marc Webb,1974-08-31,
5155,Marcel Iures,1951-08-02,
5156,Marcela Mar,1983-07-05,
5157,Marcell Nagy,,
5158,Marcella Lentz-Pope,,
5159,Marcello Mastroianni,1924-09-28,1996-12-19
5160,Marcia DeBonis,1960-06-04,
5161,Marcia Wallace,1942-11-01,2013-10-25
5162,Marcio Garcia,1970-04-17,
5163,Marco D'Amore,1981-06-12,
5164,Marco Hofschneider,1969-10-18,
5165,Marco Kreuzpaintner,1977-03-11,
5166,Marco Schnabel,,
5167,Marco St. John,1939-05-07,
5168,Marco Treviño,,
5169,Marcos Siega,1969-06-08,
5170,Marcus Chong,1967-07-08,
5171,Marcus Dunstan,,
5172,Marcus Lyle Brown,1970-12-26,
5173,Marcus Nispel,1963-05-26,
5174,Marcus Raboy,1965-11-30,
5175,Mare Winningham,1959-05-16,
5176,Marg Helgenberger,1958-11-16,
5177,Margaret Cho,1968-12-05,
5178,Margaret Hamilton,1902-12-09,1985-05-16
5179,Margaret Tracey,,
5180,Margarita Levieva,1980-02-09,
5181,Margo Harshman,1986-03-04,
5182,Margot Kidder,1948-10-17,
5183,Mari Koda,1986-08-03,
5184,María Alche,1983-04-23,
5185,María Aura,,
5186,María Botto,1974-02-10,
5187,Maria Canals-Barrera,1966-09-28,
5188,Maria Conchita Alonso,1957-06-29,
5189,Maria Dizzia,1974-12-29,
5190,Maria Doyle Kennedy,1964-09-25,
5191,Maria Grazia Cucinotta,1968-07-27,
5192,Maria Maggenti,,
5193,Maria Pia Calzone,1967-10-10,
5194,Maria Schrader,1965-09-27,
5195,Maria Thayer,1975-10-30,
5196,María Valverde,1987-03-24,
5197,Mariah Carey,1970-03-27,
5198,Marian Dziedziel,1947-08-05,
5199,Marian Marsh,1913-10-17,2006-11-09
5200,Marian Seldes,1928-08-23,2014-10-06
5201,Marianna Palka,1981-09-07,
5202,Marianne Denicourt,1966-05-14,
5203,Maribel Verdú,1970-10-02,
5204,Maricel Álvarez,,
5205,Marie Avgeropoulos,1986-06-17,
5206,Marie Féret,1945-05-26,2015-04-28
5207,Marie Gillain,1975-06-18,
5208,Marie Pillet,1941-07-20,2009-02-13
5209,Marie-Anne Chazel,1951-09-19,
5210,Marie-Josée Croze,1970-02-23,
5211,Mariel Hemingway,1961-11-22,
5212,Marielle Heller,1979-10-01,
5213,Mariette Monpierre,,
5214,Marilyn Agrelo,,
5215,Marilyn Burns,1949-05-07,2014-08-05
5216,Marilyn Manson,1969-01-05,
5217,Marilyn Norry,,
5218,Marilyn Rising,,
5219,Marin Hinkle,1966-03-23,
5220,Marina Golbahari,,
5221,Marina Hands,1975-01-10,
5222,Marina Sirtis,1955-03-29,
5223,Marina Vlady,1938-05-10,
5224,Mario Cimarro,1971-06-01,
5225,Mario Lopez,1973-10-10,
5226,Mario Monicelli,1915-05-15,2010-11-29
5227,Mario Van Peebles,1957-01-15,
5228,Marion Ross,1928-10-25,
5229,Marisa Coughlan,1974-03-17,
5230,Marisa Saks,1982-05-23,
5231,Marisol Nichols,1973-11-02,
5232,Marius A. Markevicius,1976-09-03,
5233,Mark A.Z. Dippé,,
5234,Mark Addy,1964-01-14,
5235,Mark Andrews,1968-09-12,
5236,Mark Bazeley,1970-09-30,
5237,Mark Brown,1959-06-26,
5238,Mark Camacho,1964-04-12,
5239,Mark Caven,1960-04-23,
5240,Mark Chinnery,,
5241,Mark Christopher,1963-07-08,
5242,Mark Christopher Lawrence,1964-05-22,
5243,Mark De Alessandro,,
5244,Mark Dindal,,
5245,Mark Duplass,1976-12-07,
5246,Mark Fantasia,,
5247,Mark Feuerstein,1971-06-08,
5248,Mark Gatiss,1966-10-17,
5249,Mark Griffiths,,
5250,Mark Helfrich,,
5251,Mark Hengst,1964-03-07,
5252,Mark Herman,,
5253,Mark Illsley,1958-06-04,
5254,Mark L. Lester,1946-11-26,
5255,Mark L. Young,,
5256,Mark Margolis,1939-11-26,
5257,Mark Moses,1958-02-24,
5258,Mark Mylod,,
5259,Mark Neveldine,1973-05-11,
5260,Mark Osborne,1970-09-17,
5261,Mark Pellington,1962-03-17,
5262,Mark Piznarski,,
5263,Mark Rendall,1988-10-21,
5264,Mark Rolston,1956-12-07,
5265,Mark Romanek,1959-09-18,
5266,Mark Rosman,,
5267,Mark Rydell,1929-03-23,
5268,Mark Rylance,1960-01-18,
5269,Mark Sandrich,1901-10-26,1945-03-04
5270,Mark Steven Johnson,1964-10-30,
5271,Mark Tarlov,,
5272,Mark Tonderai,,
5273,Mark Torgl,,
5274,Mark Valley,1964-12-24,
5275,Mark Walters,1950-02-22,
5276,Mark Waters,1960-01-18,
5277,Mark Webber,1980-07-19,
5278,Mark Williams,,
5279,Mark Wingett,1961-01-01,
5280,Mark Young,,
5281,Mark Zupan,1975-05-20,
5282,Markéta Irglová,1988-02-28,
5283,Marko Zaror,1978-06-10,
5284,Marla Gibbs,1931-06-14,
5285,Marla Sokoloff,1980-12-19,
5286,Marlee Matlin,1965-08-24,
5287,Marlene Forte,,
5288,Marley Shelton,1974-04-12,
5289,Marlon Brando,1924-04-03,2004-07-01
5290,Marques Houston,1981-08-04,
5291,Marri Savinar,,
5292,Mars Callahan,,
5293,Marsha Thomason,1976-01-19,
5294,Marshal Hilton,,
