Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,
"Smile Again, Jenny Lee",2015,Gaspare's Pizza House (5546 Geary Blvd.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,510 Noe Street & 18th St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,Europa Caf̩ (4318 California St. and 5th Ave.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,New Taraval Caf̩ (1054 Taraval St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,Kansas St at 17th St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,City Hall ,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,Ocean Beach Motel (2690 46th Ave.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,Greenwich St at Battery St,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
"Smile Again, Jenny Lee",2015,2100 Pacific Ave at Laguna St,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,
Sneakers,1992,The Embarcadero,,Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,Sydney Poitier,Robert Redford,,
Sneakers,1992,Hills Brothers Plaza (The Embarcadero at Harrison),,Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,Sydney Poitier,Robert Redford,,
So I Married an Axe Murderer,1993,Vesuvio Caf̩ (255 Columbus Avenue),Jack Kerouac was a regular at the caf̩.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,Swedenborgian Church (2107 Lyon Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,St. John's Presbyterian Church (25 Lake Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,San Francisco Chronicle (901 Mission Street at 15th Street),The paper is called the San Francisco Globe in the movie.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,Rocco's Corner (Columbus Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,Prudente's Italian Deli (1462 Grant Ave at Union),"Prudente's Italian Deli, which has since closed, is called ""Meats of the World"" in the film.",TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,Fog City Diner (1300 Battery Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,Edinburgh Castle (950 Geary Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,City Light Bookstore (261 Columbus Avenue),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,Caf̩ Picaro 3120 16th Street,,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,305 Hugo Street,,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
So I Married an Axe Murderer,1993,"1462 Grant Avenue, at Union Street",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,
Sphere,1998,S.S. Jeremiah O'Brien,,Constant c Productions,Warner brothers Pictures,Barry Levinson,Kurt Wimmer,Dustin Hoffman,Sharon Stone,,
Star Trek II : The Wrath of Khan,1982,Golden Gate Park,,Paramount Pictures,Paramount Pictures,Nicholas Meyer,Jack B. Sowards,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,"West Harbor, Marina District",,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,North Beach,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,"Marina Green, Marina District","Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,Kearny & Pacific Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,Intersection of Grant & Fresno Streets (North Beach),,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,Intersection of Columbus & Mason Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,Intersection of Columbus & Kearney Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,Golden Gate Park,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA)",,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek IV: The Voyage Home,1986,500 Block of Pacific Avenue (Chinatown),,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,
Star Trek VI: The Undiscovered Country,1991,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Nicholas Meyer,Nimoy,William Shatner,Leonard Nimoy,George Takei,
Steve Jobs,2015,War Memorial Opera House (401 Van Ness Avenue),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Davies Symphony Hall (201 Van Ness Ave.),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Sutter-Stockton Garage (444  Stockton),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,California St. from Jones St. to Mason St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Powell St. from California St. to Sutter St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Jackson St. from Mason St. to Powell St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Intersection of Columbus and Kearny,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Intersection of Clay St. and Walter U Lum Plc,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Mission St and 5th St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,21st and Collingswood St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,Castro St. between 21st an Hill St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Steve Jobs,2015,21st and Sanchez St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,
Stigmata,1999,19th and Kansas St.,,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer Distributing,Rupert Wainwright,Tom Lazarus,Patricia Arquette,Gabriel Byrne,,
Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,
Sudden Fear,1952,Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,
Sudden Fear,1952,The Tamalpais Building (1201 Greenwich Street at Hyde),,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,
Sudden Fear,1952,Brocklebank Apartments (1000 Mason Street),,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,
Sudden Fear,1952,2800 Scott Street,,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,
Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar ",,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,Mt. Davidson,Mt. Davidson is highest point in San Francisco (938 feet).,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA)",,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,Hall of Justice (850 Bryant Street),,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,Ferry Plaza,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,Civic Center Plaza,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,The Embarcadero/Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)",,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Sudden Impact,1983,"Pier 38-40, The Embarcadero",,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,
Summertime,2015,Fisherman's Wharf pier near Chapel (Port Walk #19),,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Oasis Nightclub (298 11th St),,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Broadway and Taylor St Intersection,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Turk St between Lyon and Baker St,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Buena Vista East & Duboce, Buena Vista East & Haight,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,
Summertime,2015,Love Street Vintage (1506 Haight & adjacent Haight sidewalk_,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Alamo Square ,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Stanyan & Belgrave,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Chinatown (Stockton @ Jackson & Jackson toward Grant,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Montgomery between California and Pine,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,20th St and Church (3885 20th St),,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Summertime,2015,Duboce Park,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,
Superman,1978,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Dovemead Films,Warner Bros. Pictures,Richard Donner,Jerry Siegel,Christopher Reeve,Gene Hackman,Marlon Brando,
Susan Slade,1961,"On Board the SS President Cleveland, docked at Pier 50",,Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves,Troy Donahue,Connie Stevens,Dorothy McGuire,
Sweet November,2001,Marquee Lofts (1000 Van Ness Avenue at Alice B. Toklas Place),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,Hotel Majestic (1500 Sutter Street),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,"Foote, Cone & Belding (733 Front Street at Pacific)","The building is called ""Jabe & Dunne Advertising Agency"" in the movie.",Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,Farley's Caf̩ (1315 18th Street Near Missouri),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,Citicorp Center (1 Sansome Street at Sutter) ,,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,Christopher's Books (1400 18th Street),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,Chrissy Field,Chrissy Field was originally an airfield for the Presidio Army Base. ,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,Blooms Saloon (18th Street between Missouri and Texas Streets),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Sweet November,2001,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,
Swing,2003,Broadway Studios (435 Broadway at Montgomery Street),,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,
Swing,2003,Regency Building (1290 Sutter Street),,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,
Swingin' Along,1961,Powell Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Charles Barton,Jameson Brewer,Tommy Noonan,Barbara Eden,Peter Marshall,
Take the Money and Run,1969,Mission Street,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,
Take the Money and Run,1969,Golden Gate Park,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,
Take the Money and Run,1969,Bank of America (1455 Stockton Street),,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,
Terminator - Genisys,2015,16th and Utah,"Helicopter flies over Utah St. from 16th, rises up before freeway",T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,
Terminator - Genisys,2015,Van Ness between Fell and Lombard,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,
Terminator - Genisys,2015,California between Leavenworth and Powell,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,
